Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2020-04-24,1096000,202300,2143900,2899900,2000300,1150900,133300,72761000,275200,416900,39500,216700,451200,109200,7639,2124500,90200,1984400,170500,58191.0,6710500,601300,133500,4056600,1100.0,167300,1916300,165700,89900,1080000,662100,1753800,2083600,455000,34700,7700,85400,94100,50187000,5158400,1331900,64800,1501000,870200,3729200,31400,137900,55700,269800,443400,558100,1528900,638700,4548600,1337600,109500,114,254500,8053800
2020-04-27,960300,349300,2375200,1848900,1779500,1684100,134300,62568100,297300,525300,50900,273900,282300,212400,14965,1517200,90700,2790800,317700,52373.0,5036400,431600,229100,4324900,1100.0,167800,1922800,285400,156800,892100,1562600,2352000,1992300,263400,49100,2900,123800,106200,25902200,4787500,1495400,122200,1044900,415100,2950700,47500,187600,82200,487200,603500,638800,2136100,592100,6619200,1556700,197500,83,274500,10696000
2020-04-28,675500,327400,3895600,1648700,2129400,1829100,164300,80501800,437400,447300,42700,306100,454400,160700,15530,2270600,83300,1174400,287900,70079.0,4731800,621100,236100,3728800,1800.0,278700,1685300,304400,151600,818000,738400,4647900,2249200,334000,53100,5800,301900,407600,28784700,6053100,1185800,94200,953100,580000,4236700,62500,138300,94100,330000,470000,823700,1731600,724900,7225000,1414100,166900,92,390900,10343200
2020-04-29,1253500,390400,5006400,2544300,2644300,1559200,474200,110800900,517500,395400,76900,249200,479900,147700,17674,2689700,224500,1068500,342000,85241.0,5256700,629500,227100,3707200,3600.0,247300,2542600,327300,186600,859400,607600,3911900,2563300,565700,36400,28100,364600,286400,30451500,7633300,934000,107500,1385100,529100,9337900,63200,257400,118100,546600,333000,770900,2155800,686600,7414800,1762600,204100,544,850300,9784600
2020-04-30,786300,406300,3902200,2455900,2592300,1941400,181300,65543900,502300,372100,63300,672000,393800,278600,24204,3128900,114600,989000,348800,100800.0,6830700,1007000,348300,4274900,0.0,481100,1774300,271000,357300,1662100,701500,3506700,3597600,502700,20600,13800,175300,276100,26279900,6433500,2374400,122200,1723200,801900,10060800,63900,337600,111000,410700,681600,935700,3887100,560500,5900800,2205500,260600,488,320900,7945800
2020-05-01,582300,358600,2578600,2782100,2617000,2061600,217900,69562700,1339800,504400,62600,345400,289100,200600,23774,2894600,102400,806200,309500,102640.0,4276900,729300,228500,2956200,800.0,280200,2093000,414000,161700,879000,504600,2378600,2505800,448700,36300,39500,119100,215000,21194800,4167100,1946900,55900,1159800,450900,6458500,54100,253200,122700,400100,303200,685600,5715100,428100,6508000,2499000,165000,220,457800,11143200
2020-05-04,492700,268200,2372000,2550500,2614300,1153400,185800,62590600,819900,675000,101800,288600,383600,137800,15152,2152000,87800,622800,321200,97391.0,5974200,714900,294500,3566200,0.0,195400,2152600,250000,89000,897900,565800,3284800,2839900,536600,18800,25600,251600,274700,18957200,3973400,1733600,34200,874200,664200,3352200,53700,270300,102300,238600,323600,766000,2631300,462600,4582000,2099700,144200,447,324000,6958500
2020-05-05,671800,311300,2377400,1818400,1672000,972800,252500,56560500,628700,511200,37200,253500,432900,147300,19948,2008700,111400,854100,273600,125622.0,5264800,940600,290700,3362600,500.0,205700,2026500,224500,98900,1022400,765800,5060600,2260100,408600,19000,22700,148300,124500,17252100,3852300,2225300,60300,839200,1049200,3902600,62900,260800,183500,276500,252700,892700,2268600,421600,4376000,1510400,89400,433,329400,7724900
2020-05-06,812600,905400,2319700,1328700,1780200,1011800,177900,48138100,325600,606500,99000,176900,617700,134700,19378,2112000,90100,787700,277600,230721.0,4112600,566600,195700,3939000,200.0,174900,2582500,237300,75600,519900,1167200,6082900,1825500,519300,42100,13800,135600,162900,17848700,6053000,1316000,27000,785100,660100,4148200,192900,331600,105300,287900,256300,10457800,2350800,565000,2930000,1130200,120200,143,303800,7844100
2020-05-07,877800,346600,2465200,1159000,1900200,1631900,255100,48956600,391700,1294300,71700,243700,439400,164400,13704,1480300,80200,1032100,349500,164130.0,6460900,553500,528000,3867600,1100.0,414800,6979900,198100,98500,605400,801900,3579000,2219300,694900,61600,34700,98300,191000,14733500,5666600,1324800,73900,883500,721600,5535000,38000,218800,159800,175900,368900,2599000,1541700,436100,5934600,2094600,88900,133,358500,7495900
2020-05-08,703500,376000,2547200,1286200,1738400,1005400,169400,40686100,405400,586100,42500,199100,542500,221800,17378,1125700,142100,643000,228300,141543.0,5403400,872200,206100,7785200,100.0,361200,2482000,179300,137800,588200,1442600,3597800,1555100,460400,37000,24000,159000,205500,20384500,4653200,829900,94800,1073200,479300,4010400,49800,325400,122500,543600,198100,1172600,2838100,417100,6769400,2793200,66800,460,384700,9201400
2020-05-11,797200,917100,2266200,1436600,1762700,1112100,212900,68746400,549100,601300,39300,223600,515700,191100,11109,2019700,224900,768100,257000,115399.0,8696000,775300,271800,3687900,100.0,381100,3223500,479200,117600,730600,708900,2899100,1786800,657400,37400,25000,151700,113100,18684400,3256900,1092800,137800,1359900,467300,2934200,91000,246800,153300,289700,460300,1632300,1762600,593100,3881800,1566400,100300,498,587900,9062000
2020-05-12,600500,845200,2071800,2018400,2014200,1097300,233600,55631100,413900,802800,38900,292800,471000,209200,24357,1628800,201400,771500,405600,139963.0,5904600,774400,232900,3603200,100.0,260700,2991600,607700,86300,696700,716500,2875700,1996200,463400,37600,11900,209500,163000,16754900,2316500,1416600,81000,1635500,547100,4452000,96100,274100,147900,310500,285900,2822500,1764500,584000,3759400,1698000,130500,229,429500,9157700
2020-05-13,1293500,527600,3365500,2470100,2963900,1164800,166000,76824700,434700,634700,118300,333200,445400,161100,22678,2768200,177900,1147100,436300,125159.0,12534900,895200,257000,5834000,1300.0,292700,2313000,321400,119800,778700,951200,3079200,2336600,554100,34300,8000,120400,154100,21065000,5284700,1324600,214200,1450100,468900,6740400,70900,271100,112500,396000,462400,2573500,2545900,995300,4468800,1325300,123500,505,478900,8089500
2020-05-14,1097500,417100,2752000,2053000,2164900,1222700,155800,73814000,323400,532900,83500,265600,680600,154100,21274,2077700,88700,1121200,388700,112948.0,7442300,626000,177600,5218300,0.0,240700,3389000,357300,134900,852900,844500,2802800,2734000,578100,96300,21000,157000,143000,21569400,7564100,1726200,46700,1201200,574100,3058200,123900,270800,113800,316400,346800,1935600,3576000,358500,4683400,1955300,235800,981,379500,7684800
2020-05-15,1028900,354300,2626600,4237500,4047700,1077900,103400,66950900,270200,417800,65400,313900,381200,324700,26378,2549600,97700,735100,377000,66372.0,5673800,590500,761100,4724900,0.0,580600,2351500,318500,198400,949800,822500,3268100,2661200,386200,52900,23100,753200,214700,21373300,6781000,2081100,38600,1177700,795000,9379200,99400,189300,134200,316400,938500,1206000,3681900,550900,5079200,2463200,215400,744,486300,5851900
2020-05-18,1201400,360200,2351900,2536200,3753600,1436800,154600,48569200,405800,872300,70900,291700,431400,164300,29039,2426300,172700,826300,438200,129294.0,6398300,678700,249300,3686500,563.7664233576643,262500,2983200,276300,139200,1247900,815200,4335100,1916500,484200,46100,31400,278100,128700,20428700,4841700,1437400,54500,1551800,635500,3133800,89400,421400,128600,438100,411300,1477300,2660400,591100,4543000,1819300,140000,425,398900,8690000
2020-05-19,546900,356300,2753700,3591500,2523000,1519100,129200,60388500,401800,620800,44400,201900,425500,135900,25830,2214600,142800,975400,201200,89223.0,5264000,645700,234700,3415300,0.0,205600,1996400,189400,86600,723100,554000,2517900,2356200,457800,28400,55000,136200,144300,21865000,4260800,1151900,31600,917900,378900,2479500,66900,232200,86100,335700,342400,1438700,1901500,447200,4026400,995100,163400,1370,309900,7419500
2020-05-20,967100,289100,2824700,4753400,5466000,1028900,136700,50888200,267800,387000,48800,187000,387600,129500,25570,2347500,98000,759000,199900,82460.0,4951200,713700,200700,2866700,0.0,321200,2683500,282700,80300,496300,869100,3530400,1905100,366100,30000,59400,117600,87600,30584000,4158200,1027900,56900,1041700,386000,2647800,57800,182000,84800,299300,232900,982900,2059700,490600,8132000,1138100,103500,14470,312900,12493300
2020-05-21,746300,235300,2261100,3021000,2856300,1261100,220600,48496100,299700,555100,29600,149400,422100,203600,34039,1510700,217000,918900,190500,47202.0,4429700,768700,330700,2290600,0.0,340300,1909600,283600,74600,538800,948800,2257100,2130100,341200,77700,25500,130800,109500,20987700,3735400,1009300,38400,1426800,442200,2462100,43100,160200,63700,343700,322400,619300,1772700,716900,4688600,1132000,83200,4145,262900,11254900
2020-05-22,464700,174600,1688200,1764900,2201100,1534600,411100,43524100,196100,443000,40100,177700,326000,134500,12900,1490300,161800,932600,219500,68967.0,4965100,405600,152200,2718000,0.0,105300,1331100,272900,83100,866200,568900,2287300,1784400,456500,35300,32900,119500,50400,14103000,2842700,735300,58900,965600,313700,2166500,32200,99200,59900,271500,302400,955000,1755900,600700,3631000,788600,60100,10185,263200,9105500
2020-05-26,611400,447000,3526000,2112200,3080400,1662400,251700,51618900,333800,737100,76300,260800,574000,154800,17274,1703800,158600,846300,529300,87473.0,8353600,629400,250200,3632800,1100.0,222400,2888900,310000,144800,969000,619900,3260800,2683100,403200,45200,101300,112000,92100,20933600,5092200,1604800,52200,1219300,617200,3373800,63500,245900,169700,278700,323800,783700,1909900,708900,10316600,1137700,142200,27704,337600,14322700
2020-05-27,703000,521300,3553300,1825600,3439600,2193000,239200,102414500,363700,676600,66100,404400,409900,150900,12083,1871500,117000,1335200,297500,116665.0,6340200,492600,179500,3709500,1100.0,252000,2138800,319700,93800,781800,1177200,4978700,3190800,491700,54200,69300,104900,141900,19886300,6269300,1245500,51000,1153700,925700,3802500,81800,191000,129300,310900,278400,1461700,2458700,633700,20745600,1600900,138700,5250,317800,13027900
2020-05-28,544500,580600,2903600,2274200,2547000,3709300,207500,53670200,313800,1169700,71500,476000,339200,125000,18100,2392800,133000,884600,330300,118259.0,10275200,656000,188300,3031100,200.0,261100,2299000,338800,95800,1468900,553800,4752400,3491100,633600,48200,55800,98800,137500,17253500,6436700,1219400,40800,1034000,743200,3444500,112900,407600,208000,266500,228500,797200,2286800,981400,12229200,884300,108700,2094,297100,16462000
2020-05-29,1016800,826000,5892000,2913300,3239500,2750300,392800,64666700,436300,657000,62800,286000,351100,168400,31835,2668200,198700,1448300,321400,105917.0,19588900,584200,314500,6450300,200.0,347300,1996400,288200,180500,1203900,1406600,4571900,3361600,441400,145200,101000,151000,659500,33393900,7658000,1707500,25100,1273100,1156700,4582100,99700,239800,175500,406200,250800,681800,2794700,5424100,14361600,1535700,135900,1262,286000,22872100
2020-06-01,679300,622200,2034100,1209500,2374100,2745600,312200,36864400,305400,565400,47900,217200,369600,135700,20204,2119300,196900,766000,329100,129649.0,5711600,456400,269800,3202900,1300.0,265400,2079800,245000,103100,738800,992900,2036400,1584000,463100,237200,69400,116800,264900,14317700,2921800,787200,58000,1285900,544700,2137800,74400,203900,127100,304100,213000,831500,1378500,1103500,4911000,2028700,117800,706,271800,12065200
2020-06-02,485900,661500,2509600,3112600,2880900,2479900,714400,42855200,221000,381700,34900,147900,225000,123700,21391,1850700,111500,716000,348200,105071.0,8571800,706500,139900,3079400,400.0,187500,2200200,221800,109200,850700,739200,2357800,1741300,520000,43700,34900,88900,866500,20702400,5771700,1105100,35800,1345900,739500,2481000,52000,146100,105900,173500,168100,867600,1697400,1102600,7014200,3900700,112500,1521,267100,16181400
2020-06-03,557300,434700,2537100,3762300,2100300,2025100,224500,46765300,364100,470900,61800,187800,344100,142900,17230,1717300,223100,810500,608200,154188.0,6004000,823600,146800,4428800,0.0,251400,2480900,278300,117200,968000,571500,3813000,1819500,482200,35300,91000,125000,172900,16737300,4658800,1019200,30200,975100,371000,2240300,37400,144700,116300,255900,199300,1557500,2427800,1066400,17451000,1509400,71300,1569,396800,21611600
2020-06-04,430900,262600,2422600,1653200,2086400,2177500,319300,44869100,212700,449700,39600,218600,240600,239300,18148,1562500,318800,1148100,1922200,98758.0,7301600,648900,244200,2349300,100.0,221100,2207800,300400,105000,889000,962100,2905300,3069600,467500,22000,53600,89600,138400,22010100,5847100,985000,63500,1602400,537000,3093600,76100,204200,104400,508500,311900,1678900,2059200,1075600,7794000,1556700,85200,1024,338600,10832300
2020-06-05,672700,363200,2793700,3549800,3344600,1955900,344000,53908300,427000,563200,76200,204600,376500,232100,15587,2280400,233000,825300,769500,97046.0,8232200,757600,197300,4945700,1600.0,337800,1962200,310900,128900,819900,1201100,3355300,3398100,513900,55300,79900,156500,154400,26813100,5334900,1747200,202500,1256800,673400,2356200,79200,267200,110300,483700,271100,1195500,2499600,852500,7885200,1830200,86400,2235,564900,9852800
2020-06-08,439500,602700,2593000,1809800,2270400,2273400,242000,39681700,321200,502100,51600,269100,489600,196000,16317,2128900,162200,1147700,618700,67264.0,4592600,955600,261400,2706200,400.0,470500,1997100,253800,242600,825000,1265600,3500100,2574200,539800,126700,53000,119000,164600,21546200,5442900,1144200,105100,1813100,672800,2934100,53000,237100,104500,285800,392100,1117500,1689400,741400,6909400,3184600,58500,3938,319400,12326500
2020-06-09,374600,465100,2279300,2471500,1885700,1916300,246700,79919100,329000,435000,61400,203800,350500,133800,14965,2075400,131900,986600,462500,66652.0,4025600,1125000,166900,2364900,1000.0,312800,2439200,300500,102600,747400,1027100,2346000,2260600,558400,37800,15500,120700,132100,23594100,4147400,850200,43400,1058800,481700,2201900,81200,127000,251200,364600,383600,460100,1632100,586100,9208600,1779100,97200,1019,286200,9777100
2020-06-10,462400,323000,3611600,1892700,1690800,1810500,357900,78719400,353800,316200,31000,123100,429300,151700,11026,1502300,148600,795200,454400,163437.0,8127200,750900,185200,2811000,0.0,395900,1826400,236800,175200,703700,1006400,3956100,2023600,461900,51100,35000,83800,95500,21367800,4473900,946100,156900,1477600,615100,3153600,93000,229100,106700,332900,362100,643100,1607300,1013600,5804600,1516200,94500,1870,250300,7960700
2020-06-11,708900,360200,4123700,3210500,2922100,2798400,377200,78715400,561600,637500,53600,248200,608100,134900,14996,2063100,128100,1468500,567700,99457.0,6521200,1136200,255900,3404300,300.0,308000,2735700,275200,195600,784700,1165600,3509300,2069800,562400,59800,34300,105400,231000,26998200,6430800,1257500,365500,1277800,612500,3101800,99500,174700,140700,561400,420600,921100,2062500,1007400,7530600,2766200,109200,1288,438500,9151500
2020-06-12,828400,239200,8332600,3138700,2726000,1865100,146000,71189100,696800,478100,41600,226200,520600,164200,20317,1889400,143800,590100,481300,88901.0,5443800,1372800,208600,2474300,300.0,449400,1884000,212800,148200,1077100,980800,2525400,1788100,676700,43900,17900,114600,191100,30419800,5737000,1727400,86000,826100,584100,2779800,48600,183000,116200,464000,441600,825000,2163800,805200,3874000,3172800,76200,1639,383700,7836200
2020-06-15,704500,378100,3781500,1695500,1754700,1522400,184600,56740700,680600,563300,40100,179800,595700,142900,17417,1828800,122000,678300,333400,114242.0,6000000,978000,237500,2724000,1600.0,223000,1796900,181700,115000,1059900,884200,3882600,2651500,1090200,45500,50500,122900,154100,29651700,4813400,1889400,115800,1717700,399300,2908100,35100,166000,133200,358700,297400,923800,2109500,847000,5210000,5633100,107000,7714,413600,7885300
2020-06-16,485600,457000,3764400,2706300,1662100,2385700,143100,50949700,382500,356200,44300,105100,351500,181900,12057,1707100,137400,988600,270700,113315.0,5824100,1023400,221800,2685600,300.0,265600,1913600,176700,116900,987700,708600,2513800,2000300,1081900,39800,49700,86300,173700,23226600,4433700,1787400,61300,1567100,359400,7780300,49200,157600,144900,456600,279600,852700,2548300,481600,5705800,2799100,111700,2358,349600,8473400
2020-06-17,505200,319500,2112300,1478900,1231100,1127100,186500,45146500,327800,411700,52700,169000,284400,114700,9483,1705100,108200,798300,303600,103086.0,5038600,797500,160400,2234900,300.0,346500,1685100,190600,107500,889900,705400,2173300,2027500,974100,40000,10300,83400,151600,20454800,4287900,1625900,57600,1374800,351700,3766200,32600,151700,174500,492400,395400,809800,1844200,620800,4798600,2628500,136400,1385,379600,5785200
